inn,normalized_inn,mfds_item_seq,mfds_item_name,mfds_company,mfds_date,mfds_is_new_drug,mfds_is_prescription,ema_brand_name,ema_date,ema_is_orphan,ema_is_prime,ema_is_conditional,ema_is_accelerated,ema_therapeutic_area,ema_atc_code,days_ema_to_mfds,mfds_before_ema,atc_level1,atc_level2,ema_year,ema_month
Memantine Hydrochloride,memantine,202002447,시빅스정(메만틴염산염),(주)시어스제약,2020-04-07,False,True,Ebixa,2002-05-15,False,False,False,False,Alzheimer Disease,N06DX01,6537,False,N,N06,2002,5
Tadalafil,tadalafil,202002473,타다필구강용해필름20밀리그램(타다라필),(주)휴비스트제약,2020-04-08,False,True,Cialis,2002-11-12,False,False,False,False,Erectile Dysfunction,G04BE08,6357,False,G,G04,2002,11
Telmisartan,telmisartan,202002500,텔미건정80mg(텔미사르탄) ,건일바이오팜주식회사,2020-04-09,False,True,Pritor,1998-12-11,False,False,False,False,Hypertension,C09CA07,7790,False,C,C09,1998,12
Telmisartan,telmisartan,202002501,텔미건정40mg(텔미사르탄),건일바이오팜주식회사,2020-04-09,False,True,Pritor,1998-12-11,False,False,False,False,Hypertension,C09CA07,7790,False,C,C09,1998,12
Rivaroxaban Micronized,rivaroxaban,202002515,자렐큐정2.5밀리그램(리바록사반),한림제약(주),2020-04-09,False,True,Xarelto,2008-09-30,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AF01,4209,False,B,B01,2008,9
Rivaroxaban,rivaroxaban,202002518,리록시아캡슐2.5밀리그램(리바록사반),(주)종근당,2020-04-09,False,True,Xarelto,2008-09-30,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AF01,4209,False,B,B01,2008,9
Vardenafil Hydrochloride Hydrate,vardenafil,202002543,야일라정10밀리그램(바데나필염산염),(주)종근당,2020-04-10,False,True,Vivanza,2003-03-04,False,False,False,False,Erectile Dysfunction,G04BE09,6247,False,G,G04,2003,3
Vardenafil Hydrochloride Hydrate,vardenafil,202002544,야일라정20밀리그램(바데나필염산염),(주)종근당,2020-04-10,False,True,Vivanza,2003-03-04,False,False,False,False,Erectile Dysfunction,G04BE09,6247,False,G,G04,2003,3
Pregabalin,pregabalin,202002552,프레펜틴정150밀리그램(프레가발린),한국유나이티드제약(주),2020-04-10,False,True,Lyrica,2004-07-05,False,False,False,False,Epilepsy;Anxiety Disorders;Neuralgia,N02BF02,5758,False,N,N02,2004,7
Rivaroxaban Micronized,rivaroxaban,202002559,명인리바록사반정2.5밀리그램,명인제약(주),2020-04-10,False,True,Xarelto,2008-09-30,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AF01,4210,False,B,B01,2008,9
Rivaroxaban Micronized,rivaroxaban,202002560,자렐슨정2.5밀리그램(리바록사반),에리슨제약(주),2020-04-10,False,True,Xarelto,2008-09-30,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AF01,4210,False,B,B01,2008,9
Celecoxib,celecoxib,202002581,쎄브렉스캡슐100밀리그램(세레콕시브),진양제약(주),2020-04-13,False,True,Onsenal,2003-10-17,False,False,False,False,Adenomatous Polyposis Coli,L01XX33,6023,False,L,L01,2003,10
Pregabalin,pregabalin,202002582,프리가바캡슐300밀리그램(프레가발린),진양제약(주),2020-04-13,False,True,Lyrica,2004-07-05,False,False,False,False,Epilepsy;Anxiety Disorders;Neuralgia,N02BF02,5761,False,N,N02,2004,7
Celecoxib,celecoxib,202002590,랙시브정200밀리그램(세레콕시브),(주)한국피엠지제약,2020-04-13,False,True,Onsenal,2003-10-17,False,False,False,False,Adenomatous Polyposis Coli,L01XX33,6023,False,L,L01,2003,10
Rivaroxaban Micronized,rivaroxaban,202002634,한화리바록사반정2.5밀리그램,한화제약(주),2020-04-14,False,True,Xarelto,2008-09-30,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AF01,4214,False,B,B01,2008,9
Memantine Hydrochloride,memantine,202002647,영일메만틴정(메만틴염산염),영일제약(주),2020-04-14,False,True,Ebixa,2002-05-15,False,False,False,False,Alzheimer Disease,N06DX01,6544,False,N,N06,2002,5
Rivaroxaban Micronized,rivaroxaban,202002652,카사반정2.5밀리그램(리바록사반),(주)비보존제약,2020-04-14,False,True,Xarelto,2008-09-30,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AF01,4214,False,B,B01,2008,9
Rivaroxaban Micronized,rivaroxaban,202002653,카사반정20밀리그램(리바록사반),(주)비보존제약,2020-04-14,False,True,Xarelto,2008-09-30,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AF01,4214,False,B,B01,2008,9
Levofloxacin Hydrate,levofloxacin,202002669,리플록신정500밀리그램(레보플록사신수화물),건일바이오팜주식회사,2020-04-16,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,1849,False,J,J01,2015,3
Celecoxib,celecoxib,202002761,뉴콕시브정200밀리그램(세레콕시브),(주)새한제약,2020-04-20,False,True,Onsenal,2003-10-17,False,False,False,False,Adenomatous Polyposis Coli,L01XX33,6030,False,L,L01,2003,10
Entrectinib,entrectinib,202002807,로즐리트렉캡슐100밀리그램(엔트렉티닙),(주)한국로슈,2020-04-21,False,True,Rozlytrek,2020-07-31,False,True,True,False,"Cancer;Carcinoma, Non-Small-Cell Lung",L01EX14,-101,True,L,L01,2020,7
Entrectinib,entrectinib,202002808,로즐리트렉캡슐200밀리그램(엔트렉티닙),(주)한국로슈,2020-04-21,False,True,Rozlytrek,2020-07-31,False,True,True,False,"Cancer;Carcinoma, Non-Small-Cell Lung",L01EX14,-101,True,L,L01,2020,7
Tobramycin,tobramycin,202002921,휴토신점안액(토브라마이신),(주)휴온스,2020-04-23,False,True,Tobi Podhaler,2011-07-20,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01GB01,3200,False,J,J01,2011,7
Alitretinoin,alitretinoin,202002948,알티논연질캡슐30밀리그램(알리트레티노인),(주)제뉴파마,2020-04-23,False,True,Panretin,2000-10-11,False,False,False,False,"Sarcoma, Kaposi",L01XX22,7134,False,L,L01,2000,10
Apixaban,apixaban,202002949,엔빅사정5밀리그램(아픽사반) ,엔비케이제약(주),2020-04-23,False,True,Eliquis,2011-05-18,False,False,False,False,Arthroplasty;Venous Thromboembolism,B01AF02,3263,False,B,B01,2011,5
Apixaban,apixaban,202002950,엔빅사정2.5밀리그램(아픽사반) ,엔비케이제약(주),2020-04-23,False,True,Eliquis,2011-05-18,False,False,False,False,Arthroplasty;Venous Thromboembolism,B01AF02,3263,False,B,B01,2011,5
Levofloxacin Hydrate,levofloxacin,202002964,레보클점안액1.5%(레보플록사신수화물),한림제약(주),2020-04-24,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,1857,False,J,J01,2015,3
Memantine Hydrochloride,memantine,202003049,메틴엠정10밀리그램(메만틴염산염),(주)마더스제약,2020-04-27,False,True,Ebixa,2002-05-15,False,False,False,False,Alzheimer Disease,N06DX01,6557,False,N,N06,2002,5
Risperidone,risperidone,202003053,리스달정0.5밀리그램(리스페리돈),한림제약(주),2020-04-27,False,True,Okedi,2022-02-14,False,False,False,False,Schizophrenia,N05AX08,-658,True,N,N05,2022,2
Pregabalin,pregabalin,202003059,프레펜틴정75밀리그램(프레가발린),한국유나이티드제약(주),2020-04-27,False,True,Lyrica,2004-07-05,False,False,False,False,Epilepsy;Anxiety Disorders;Neuralgia,N02BF02,5775,False,N,N02,2004,7
Levofloxacin Hydrate,levofloxacin,202003099,레보프사정100밀리그램(레보플록사신수화물),주식회사케이에스제약,2020-04-28,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,1861,False,J,J01,2015,3
Telmisartan,telmisartan,202003100,텔미프리정40밀리그램(텔미사르탄),주식회사케이에스제약,2020-04-28,False,True,Pritor,1998-12-11,False,False,False,False,Hypertension,C09CA07,7809,False,C,C09,1998,12
Memantine Hydrochloride,memantine,202003112,씨트빅정(메만틴염산염),에이치엘비제약(주),2020-04-28,False,True,Ebixa,2002-05-15,False,False,False,False,Alzheimer Disease,N06DX01,6558,False,N,N06,2002,5
Telmisartan,telmisartan,202003174,텔미프리정80밀리그램(텔미사르탄),주식회사케이에스제약,2020-04-29,False,True,Pritor,1998-12-11,False,False,False,False,Hypertension,C09CA07,7810,False,C,C09,1998,12
Linagliptin,linagliptin,202003187,글레린정5밀리그램(리나글립틴),(주)이든파마,2020-04-29,False,True,Trajenta,2011-08-23,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH05,3172,False,A,A10,2011,8
Olopatadine Hydrochloride,olopatadine,202003228,오큐올로점안액0.7%(올로파타딘염산염),삼일제약(주),2020-04-29,False,True,Opatanol,2002-05-16,False,False,False,False,"Conjunctivitis, Allergic",S01GX09,6558,False,S,S01,2002,5
Celecoxib,celecoxib,202003250,진브렉스캡슐100밀리그램(세레콕시브),대원바이오텍주식회사,2020-05-01,False,True,Onsenal,2003-10-17,False,False,False,False,Adenomatous Polyposis Coli,L01XX33,6041,False,L,L01,2003,10
Levofloxacin Hydrate,levofloxacin,202003279,휴레보점안액(레보플록사신수화물),(주)휴온스,2020-05-06,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,1869,False,J,J01,2015,3
Levofloxacin Hydrate,levofloxacin,202003289,국제레보플록사신수화물점안액(수출용),국제약품(주),2020-05-06,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,1869,False,J,J01,2015,3
Pioglitazone Hydrochloride,pioglitazone,202003311,피리존정(피오글리타존염산염),엔비케이제약(주),2020-05-07,False,True,Glustin,2000-10-11,False,False,False,False,"Diabetes Mellitus, Type 2",A10BG03,7148,False,A,A10,2000,10
Larotrectinib sulfate,larotrectinib,202003383,비트락비캡슐25밀리그램(라로트렉티닙황산염),바이엘코리아(주),2020-05-11,False,True,Vitrakvi,2019-09-19,False,False,True,False,Abdominal Neoplasms,L01XE53,235,False,L,L01,2019,9
Larotrectinib sulfate,larotrectinib,202003384,비트락비캡슐100밀리그램(라로트렉티닙황산염),바이엘코리아(주),2020-05-11,False,True,Vitrakvi,2019-09-19,False,False,True,False,Abdominal Neoplasms,L01XE53,235,False,L,L01,2019,9
Larotrectinib sulfate,larotrectinib,202003385,비트락비액(라로트렉티닙황산염),바이엘코리아(주),2020-05-11,False,True,Vitrakvi,2019-09-19,False,False,True,False,Abdominal Neoplasms,L01XE53,235,False,L,L01,2019,9
Ibuprofen,ibuprofen,202003414,타타날시럽(이부프로펜)(수출용),안국약품(주),2020-05-12,False,False,Pedea,2004-07-28,False,False,False,False,"Ductus Arteriosus, Patent",C01EB16,5767,False,C,C01,2004,7
Olopatadine Hydrochloride,olopatadine,202003455,파타원미니점안액0.2%(올로파타딘염산염)(1회용),(주)이든파마,2020-05-13,False,True,Opatanol,2002-05-16,False,False,False,False,"Conjunctivitis, Allergic",S01GX09,6572,False,S,S01,2002,5
Dimethyl fumarate Micronized,dimethyl fumarate,202003489,스킬라렌스장용정120밀리그램(디메틸푸마르산염),코오롱제약(주),2020-05-14,False,True,Tecfidera,2014-01-30,False,False,False,False,Multiple Sclerosis,L04AX07,2296,False,L,L04,2014,1
Dimethyl fumarate Micronized,dimethyl fumarate,202003490,스킬라렌스장용정30밀리그램(디메틸푸마르산염),코오롱제약(주),2020-05-14,False,True,Tecfidera,2014-01-30,False,False,False,False,Multiple Sclerosis,L04AX07,2296,False,L,L04,2014,1
Cinacalcet Hydrochloride,cinacalcet,202003560,레그칼정25밀리그램(시나칼세트염산염),(주)새한제약,2020-05-15,False,True,Mimpara,2004-10-22,False,False,False,False,Hypercalcemia;Parathyroid Neoplasms;Hyperparathyroidism,H05BX01,5684,False,H,H05,2004,10
Pregabalin,pregabalin,202003561,루레카캡슐150밀리그램(프레가발린),(주)휴온스생명과학,2020-05-15,False,True,Lyrica,2004-07-05,False,False,False,False,Epilepsy;Anxiety Disorders;Neuralgia,N02BF02,5793,False,N,N02,2004,7
Rivaroxaban Micronized,rivaroxaban,202003566,리넬토정20밀리그램(리바록사반),한국휴텍스제약(주),2020-05-15,False,True,Xarelto,2008-09-30,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AF01,4245,False,B,B01,2008,9
Rasagiline Mesylate,rasagiline,202003580,라시렉트정0.5밀리그램(라사길린메실산염),안국뉴팜(주),2020-05-18,False,True,Azilect,2005-02-21,False,False,False,False,Parkinson Disease,N04BD02,5565,False,N,N04,2005,2
Rasagiline Mesylate,rasagiline,202003581,라시렉트정1.0밀리그램(라사길린메실산염),안국뉴팜(주),2020-05-18,False,True,Azilect,2005-02-21,False,False,False,False,Parkinson Disease,N04BD02,5565,False,N,N04,2005,2
Aripiprazole Micronized,aripiprazole,202003616,아리피원정5밀리그램(아리피프라졸),하나제약(주),2020-05-18,False,True,Abilify,2004-06-04,False,False,False,False,Schizophrenia;Bipolar Disorder,N05AX12,5827,False,N,N05,2004,6
Celecoxib,celecoxib,202003628,셀록스캡슐100mg(세레콕시브),(주)서울제약,2020-05-19,False,True,Onsenal,2003-10-17,False,False,False,False,Adenomatous Polyposis Coli,L01XX33,6059,False,L,L01,2003,10
Pregabalin,pregabalin,202003631,프레가바캡슐25밀리그램(프레가발린),(주)씨티씨바이오,2020-05-19,False,True,Lyrica,2004-07-05,False,False,False,False,Epilepsy;Anxiety Disorders;Neuralgia,N02BF02,5797,False,N,N02,2004,7
Pregabalin,pregabalin,202003632,프레가바캡슐50밀리그램(프레가발린),(주)씨티씨바이오,2020-05-19,False,True,Lyrica,2004-07-05,False,False,False,False,Epilepsy;Anxiety Disorders;Neuralgia,N02BF02,5797,False,N,N02,2004,7
Bosentan Hydrate,bosentan,202003657,카나보센정62.5밀리그램(보센탄수화물(미분화)),파마사이언스코리아(주),2020-05-20,False,True,Tracleer,2002-05-14,False,False,False,False,"Scleroderma, Systemic;Hypertension, Pulmonary",C02KX01,6581,False,C,C02,2002,5
Ibuprofen,ibuprofen,202003662,이브원큐에스연질캡슐(이부프로펜),동아제약(주),2020-05-20,False,False,Pedea,2004-07-28,False,False,False,False,"Ductus Arteriosus, Patent",C01EB16,5775,False,C,C01,2004,7
Pregabalin,pregabalin,202003710,뉴로가발린캡슐50밀리그램(프레가발린) ,(주)마더스제약,2020-05-21,False,True,Lyrica,2004-07-05,False,False,False,False,Epilepsy;Anxiety Disorders;Neuralgia,N02BF02,5799,False,N,N02,2004,7
Memantine Hydrochloride,memantine,202003712,펠로정5밀리그램(메만틴염산염),명인제약(주),2020-05-21,False,True,Ebixa,2002-05-15,False,False,False,False,Alzheimer Disease,N06DX01,6581,False,N,N06,2002,5
Rivaroxaban Micronized,rivaroxaban,202003722,자톨정20밀리그램(리바록사반),아주약품(주),2020-05-21,False,True,Xarelto,2008-09-30,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AF01,4251,False,B,B01,2008,9
Orlistat,orlistat,202003728,리피엑스캡슐60밀리그램(오르리스타트),동국제약(주),2020-05-21,False,True,Xenical,1998-07-29,False,False,False,False,Obesity,A08AB01,7967,False,A,A08,1998,7
Orlistat,orlistat,202003729,리피엑스캡슐120밀리그램(오르리스타트),동국제약(주),2020-05-21,False,True,Xenical,1998-07-29,False,False,False,False,Obesity,A08AB01,7967,False,A,A08,1998,7
Levofloxacin Hydrate,levofloxacin,202003807,오큐레보점안액1.5%(레보플록사신수화물),삼일제약(주),2020-05-26,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,1889,False,J,J01,2015,3
Aripiprazole Micronized,aripiprazole,202003828,아리피코정5밀리그램(아리피프라졸(미분화)),동화약품(주),2020-05-26,False,True,Abilify,2004-06-04,False,False,False,False,Schizophrenia;Bipolar Disorder,N05AX12,5835,False,N,N05,2004,6
Levofloxacin Hydrate,levofloxacin,202003832,레보아점안액1.5%(레보플록사신수화물),(주)인트로바이오파마,2020-05-26,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,1889,False,J,J01,2015,3
Pioglitazone Hydrochloride,pioglitazone,202003843,피오글리타정15밀리그램(피오글리타존염산염),(주)메디카코리아,2020-05-26,False,True,Glustin,2000-10-11,False,False,False,False,"Diabetes Mellitus, Type 2",A10BG03,7167,False,A,A10,2000,10
Pioglitazone Hydrochloride,pioglitazone,202003844,피오글리타정30밀리그램(피오글리타존염산염),(주)메디카코리아,2020-05-26,False,True,Glustin,2000-10-11,False,False,False,False,"Diabetes Mellitus, Type 2",A10BG03,7167,False,A,A10,2000,10
Darolutamide,darolutamide,202003894,뉴베카정300밀리그램(다로루타마이드),바이엘코리아(주),2020-05-27,False,True,Nubeqa,2020-03-27,False,False,False,False,"Prostatic Neoplasms, Castration-Resistant",L02BB,61,False,L,L02,2020,3
Pioglitazone Hydrochloride,pioglitazone,202003902,글루피오정15밀리그램(피오글리타존염산염),(주)팜젠사이언스,2020-05-27,False,True,Glustin,2000-10-11,False,False,False,False,"Diabetes Mellitus, Type 2",A10BG03,7168,False,A,A10,2000,10
Memantine Hydrochloride,memantine,202003931,화이트메만틴정(메만틴염산염),(주)화이트생명과학,2020-05-27,False,True,Ebixa,2002-05-15,False,False,False,False,Alzheimer Disease,N06DX01,6587,False,N,N06,2002,5
Dapagliflozin,dapagliflozin,202003939,엑시글루정5밀리그램(다파글리플로진),(주)종근당,2020-05-28,False,True,Forxiga,2012-11-11,False,False,False,False,"Diabetes Mellitus, Type 2;Heart Failure, Systolic;Heart Failure;Renal Insufficiency, Chronic",A10BK01,2755,False,A,A10,2012,11
Dapagliflozin,dapagliflozin,202003940,엑시글루정10밀리그램(다파글리플로진),(주)종근당,2020-05-28,False,True,Forxiga,2012-11-11,False,False,False,False,"Diabetes Mellitus, Type 2;Heart Failure, Systolic;Heart Failure;Renal Insufficiency, Chronic",A10BK01,2755,False,A,A10,2012,11
Meloxicam,meloxicam,202003989,멜로틴캡슐7.5mg(멜록시캄),엔비케이제약(주),2020-05-28,False,True,Flexicam,2006-04-10,False,False,False,False,,QM01AC06,5162,False,Q,QM0,2006,4
Perampanel,perampanel,202003991,파이콤파현탁액0.5mg/mL(페람파넬),한국에자이(주),2020-05-28,False,True,Fycompa,2012-07-23,False,False,False,False,"Epilepsies, Partial",N03AX22,2866,False,N,N03,2012,7
Apixaban,apixaban,202004000,알픽스정5밀리그램(아픽사반),알리코제약(주),2020-05-28,False,True,Eliquis,2011-05-18,False,False,False,False,Arthroplasty;Venous Thromboembolism,B01AF02,3298,False,B,B01,2011,5
Apixaban,apixaban,202004001,알픽스정2.5밀리그램(아픽사반),알리코제약(주),2020-05-28,False,True,Eliquis,2011-05-18,False,False,False,False,Arthroplasty;Venous Thromboembolism,B01AF02,3298,False,B,B01,2011,5
Meloxicam,meloxicam,202004002,멜로틴캡슐15mg(멜록시캄),엔비케이제약(주),2020-05-28,False,True,Flexicam,2006-04-10,False,False,False,False,,QM01AC06,5162,False,Q,QM0,2006,4
Celecoxib,celecoxib,202004014,크리콕스캡슐200밀리그램(세레콕시브)(수출용),삼진제약(주),2020-05-29,False,True,Onsenal,2003-10-17,False,False,False,False,Adenomatous Polyposis Coli,L01XX33,6069,False,L,L01,2003,10
Rivaroxaban Micronized,rivaroxaban,202004023,자바록사정2.5밀리그램(리바록사반),명문제약(주),2020-05-29,False,True,Xarelto,2008-09-30,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AF01,4259,False,B,B01,2008,9
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004025,자누다움정25밀리그램(시타글립틴염산염수화물),대웅바이오(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004026,자누다움정50밀리그램(시타글립틴염산염수화물),대웅바이오(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004027,자누다움정100밀리그램(시타글립틴염산염수화물),대웅바이오(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004028,에스립틴정100밀리그램(시타글립틴염산염수화물),위더스제약(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004029,에스립틴정50밀리그램(시타글립틴염산염수화물),위더스제약(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004030,에스립틴정25밀리그램(시타글립틴염산염수화물),위더스제약(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004039,삼시타정25밀리그램(시타글립틴염산염수화물),삼성제약(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004040,삼시타정50밀리그램(시타글립틴염산염수화물),삼성제약(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004041,삼시타정100밀리그램(시타글립틴염산염수화물),삼성제약(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004043,당이자누정25밀리그램(시타글립틴염산염수화물),명문제약(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004044,당이자누정50밀리그램(시타글립틴염산염수화물),명문제약(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004045,당이자누정100밀리그램(시타글립틴염산염수화물),명문제약(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004046,자누로디정25밀리그램(시타글립틴염산염수화물),광동제약(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004047,자누로디정50밀리그램(시타글립틴염산염수화물),광동제약(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004048,자누로디정100밀리그램(시타글립틴염산염수화물),광동제약(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004051,에이시타정25밀리그램(시타글립틴염산염수화물),안국약품(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004052,에이시타정50밀리그램(시타글립틴염산염수화물),안국약품(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004053,에이시타정100밀리그램(시타글립틴염산염수화물),안국약품(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Levofloxacin Hydrate,levofloxacin,202004060,레보킹점안액1.5%(레보플록사신수화물),이연제약(주),2020-05-29,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,1892,False,J,J01,2015,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004061,한림시타로정50밀리그램(시타글립틴염산염수화물),한림제약(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004062,한림시타로정100밀리그램(시타글립틴염산염수화물),한림제약(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004063,한림시타로정25밀리그램(시타글립틴염산염수화물),한림제약(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004065,자누아린정50밀리그램(시타글립틴염산염수화물),일양약품(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004066,자누아린정100밀리그램(시타글립틴염산염수화물),일양약품(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004067,시타틴알파정100밀리그램(시타글립틴염산염수화물),대한뉴팜(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004068,시타틴알파정50밀리그램(시타글립틴염산염수화물),대한뉴팜(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Celecoxib,celecoxib,202004093,쎄레브린즈캡슐100밀리그램(세레콕시브),제일약품(주),2020-05-29,False,True,Onsenal,2003-10-17,False,False,False,False,Adenomatous Polyposis Coli,L01XX33,6069,False,L,L01,2003,10
Olopatadine Hydrochloride,olopatadine,202004121,휴로타딘점안액0.1%(올로파타딘염산염),(주)휴온스,2020-05-29,False,True,Opatanol,2002-05-16,False,False,False,False,"Conjunctivitis, Allergic",S01GX09,6588,False,S,S01,2002,5
Rivaroxaban Micronized,rivaroxaban,202004230,리바롤정20밀리그램(리바록사반),엔비케이제약(주),2020-06-04,False,True,Xarelto,2008-09-30,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AF01,4265,False,B,B01,2008,9
Oxygen,oxygen,202004267,춘천의료용산소,춘천종합가스,2020-06-08,False,True,Medicinal Oxygen Air Liquide Sante,2006-12-20,False,False,False,False,,QV03AN01,4919,False,Q,QV0,2006,12
Risperidone,risperidone,202004471,리페넥스정0.5밀리그램(리스페리돈),(주)제뉴파마,2020-06-18,False,True,Okedi,2022-02-14,False,False,False,False,Schizophrenia,N05AX08,-606,True,N,N05,2022,2
