"synonym_name","synonym_concept_code","synonym_vocabulary_id"
"Trixilem","26194","HemOnc"
"Unitrexate","26195","HemOnc"
"Zexate","26196","HemOnc"
"Reglan","26197","HemOnc"
"Rydapt","26198","HemOnc"
"Lyomit","26199","HemOnc"
"Mitocin","26200","HemOnc"
"Mitocyte","26201","HemOnc"
"Mitosol","26202","HemOnc"
"Mitozytrex","26203","HemOnc"
"Mutamycin","26204","HemOnc"
"Lysodren","26205","HemOnc"
"Nitrol","26206","HemOnc"
"Novantron","26207","HemOnc"
"Novantrone","26208","HemOnc"
"Poteligeo","26209","HemOnc"
"Lumoxiti","26210","HemOnc"
"Bisphosphonates","26218","HemOnc"
"Brutravon","26334","HemOnc"
"Cabapan","26380","HemOnc"
"Cabaxan","26395","HemOnc"
"Cabazither","26400","HemOnc"
"Cabtana","26407","HemOnc"
"Antibacterials","26415","HemOnc"
"Kineret","26644","HemOnc"
"PM-01183","26763","HemOnc"
"Lurbinectedin","26763","HemOnc"
"PM 01183","26763","HemOnc"
"PM01183","26763","HemOnc"
"Berlex","26798","HemOnc"
"Berlocid","26827","HemOnc"
"Metronidazole","26852","HemOnc"
"Cazat","26889","HemOnc"
"naxitamab-gqgk","26950","HemOnc"
"Naxitamab","26950","HemOnc"
"Berofor","27155","HemOnc"
"recombinant crisantaspase","27223","HemOnc"
"recombinant Erwinia L-asparginase","27223","HemOnc"
"recombinant krisantaspaasi","27223","HemOnc"
"recombinant krisantaspas","27223","HemOnc"
"recombinant crisantaspasum","27223","HemOnc"
"Asparaginase erwinia chrysanthemi-rywn","27223","HemOnc"
"JZP-458","27223","HemOnc"
"JZP 458","27223","HemOnc"
"JZP458","27223","HemOnc"
"Pegfilgrastim-bmez","27416","HemOnc"
"H2-receptor antagonists","27583","HemOnc"
"Stemgen","27794","HemOnc"
"Bestofens","27798","HemOnc"
"Bethaprim","27833","HemOnc"
"Lytgobi","27856","HemOnc"
"Tetracycline","27930","HemOnc"
"Bevacizumab-bvzr","27957","HemOnc"
"PF-06439535","27957","HemOnc"
"PF 06439535","27957","HemOnc"
"PF06439535","27957","HemOnc"
"Tripotassium dicitratobismuthate","27982","HemOnc"
"Upper tract urothelial carcinoma","28039","HemOnc"
"Bexine","28058","HemOnc"
"Beyonas Dexa","28092","HemOnc"
"Combinib","28151","HemOnc"
"Zepzelca","28177","HemOnc"
"Ziextenzo","28190","HemOnc"
"CellCept","28196","HemOnc"
"Antibiotics","28217","HemOnc"
"Crizalk","28248","HemOnc"
"Crizocap","28258","HemOnc"
"Crizonix","28263","HemOnc"
"Cyendiv","28380","HemOnc"
"Bibakrim","28518","HemOnc"
"MCARH109","28540","HemOnc"
"MCARH-109","28540","HemOnc"
"MCARH 109","28540","HemOnc"
"NTRK-mutated malignancy","28569","HemOnc"
"NTRK-mutated Malignant solid neoplasm","28569","HemOnc"
"Cesamet","28576","HemOnc"
"Fraxiparine","28577","HemOnc"
"Fraxodi","28578","HemOnc"
"Bicotrim","28580","HemOnc"
"Portrazza","28708","HemOnc"
"Aqupla","28709","HemOnc"
"Arranon","28710","HemOnc"
"Atriance","28711","HemOnc"
"Nerlynx","28712","HemOnc"
"Akynzeo","28713","HemOnc"
"Bifemelan","28736","HemOnc"
"Bifosa","28743","HemOnc"
"Bifosmac","28762","HemOnc"
"Tasigna","28863","HemOnc"
"Anandron","28864","HemOnc"
"Nilandron","28865","HemOnc"
"Zandron","28866","HemOnc"
"Zejula","28867","HemOnc"
"Opdivo","28868","HemOnc"
"Doxosome","29023","HemOnc"
"Doxulip","29024","HemOnc"
"Ebunat","29162","HemOnc"
"Keratinocyte growth factor","29177","HemOnc"
"Ecansya","29187","HemOnc"
"Bimatrim","29219","HemOnc"
"Binosto","29327","HemOnc"
"Biogamma","29337","HemOnc"
"Bioprim","29358","HemOnc"
"Biosulten","29368","HemOnc"
"Biotran","29405","HemOnc"
"Biotrim","29410","HemOnc"
"Biotrin","29415","HemOnc"
"Biovorin","29420","HemOnc"
"Biprim","29425","HemOnc"
"Leucosar","29437","HemOnc"
"Epbriv","29454","HemOnc"
"Etibo","29488","HemOnc"
"GBT-440","29560","HemOnc"
"GTx-011","29560","HemOnc"
"Voxelotor","29560","HemOnc"
"GBT 440","29560","HemOnc"
"GBT440","29560","HemOnc"
"KD025","29663","HemOnc"
"SLx-2119","29663","HemOnc"
"Belumosudil","29663","HemOnc"
"KD-025","29663","HemOnc"
"KD 025","29663","HemOnc"
"belumosudil mesilate","29663","HemOnc"
"Bisbon","29681","HemOnc"
"Belzutifan","29688","HemOnc"
"MK6482","29688","HemOnc"
"PT2977","29688","HemOnc"
"MK-6482","29688","HemOnc"
"PT-2977","29688","HemOnc"
"MK 6482","29688","HemOnc"
"PT 2977","29688","HemOnc"
"Biseptin","29732","HemOnc"
"Myorisan","29740","HemOnc"
"Biseptol","29742","HemOnc"
"Biseptrim","29747","HemOnc"
"JNJ-61186372","29753","HemOnc"
"amivantamab-vmjw","29753","HemOnc"
"Amivantamab","29753","HemOnc"
"JNJ 61186372","29753","HemOnc"
"JNJ61186372","29753","HemOnc"
"Anti-HGFR antibody","29773","HemOnc"
"Bismoral","29794","HemOnc"
"Bisultrim","29827","HemOnc"
"Bisuo DS","29835","HemOnc"
"Bitrim","29885","HemOnc"
"Fyarro","29909","HemOnc"
"CC-486","29973","HemOnc"
"Azacitidine oral","29973","HemOnc"
"CC 486","29973","HemOnc"
"CC486","29973","HemOnc"
"Herduo","30766","HemOnc"
"Herlapsa","30775","HemOnc"
"Hertab","30786","HemOnc"
"Condition","30789","HemOnc"
"ALK-positive Non-small cell lung cancer","30824","HemOnc"
"BRAF-mutated Non-small cell lung cancer","30898","HemOnc"
"EGFR-mutated Non-small cell lung cancer","30910","HemOnc"
"Normal saline","30954","HemOnc"
"ROS1-positive Non-small cell lung cancer","30982","HemOnc"
"Blexon","31150","HemOnc"
"Blindafe","31190","HemOnc"
"Gazyva","31283","HemOnc"
"Longastatina","31284","HemOnc"
"Octrestatin","31285","HemOnc"
"Octride","31286","HemOnc"
"Okeron","31287","HemOnc"
"Proclose","31288","HemOnc"
"Samilstin","31289","HemOnc"
"Sandostatin","31290","HemOnc"
"Sandostatina","31291","HemOnc"
"Sandostatine","31292","HemOnc"
"Longastatina LAR","31293","HemOnc"
"Sandostatin LAR","31294","HemOnc"
"Sandostatin LAR Depot","31295","HemOnc"
"Sandostatina LAR","31296","HemOnc"
"Sandostatine LAR","31297","HemOnc"
"Arzerra","31298","HemOnc"
"Zyprexa","31299","HemOnc"
"Lynparza","31300","HemOnc"
"Lartruvo","31301","HemOnc"
"Omapro","31302","HemOnc"
"Synribo","31303","HemOnc"
"Prilosec","31304","HemOnc"
"Tagrisso","31305","HemOnc"
"Acute myeloid leukemia pediatric","31848","HemOnc"
"Phenothiazines","31922","HemOnc"
"Anti-C1s antibody","31981","HemOnc"
"Antiestrogens","31996","HemOnc"
"B-cell acute lymphoblastic leukemia pediatric","32320","HemOnc"
"AK105","32384","HemOnc"
"Penpulimab","32384","HemOnc"
"pianprizumab","32384","HemOnc"
"AK-105","32384","HemOnc"
"AK 105","32384","HemOnc"
"penpulimab-kcqx","32384","HemOnc"
"Coxatin","32503","HemOnc"
"Curaplat","32504","HemOnc"
"Cure-X","32505","HemOnc"
"Dacotin","32506","HemOnc"
"Dacplat","32507","HemOnc"
"Eloplat","32508","HemOnc"
"Eloxatin","32509","HemOnc"
"Eloxatine","32510","HemOnc"
"Oplatin","32511","HemOnc"
"OxaLitin","32512","HemOnc"
"Oxiplat","32513","HemOnc"
"Oxitan","32514","HemOnc"
"Oxzucia","32515","HemOnc"
"Sibatin","32516","HemOnc"
"Xaloplat","32517","HemOnc"
"Xylotin","32518","HemOnc"
"X-Plat","32519","HemOnc"
"Zildox","32520","HemOnc"
"Abraxane","32527","HemOnc"
"Abitaxel","32528","HemOnc"
"Altaxel","32529","HemOnc"
"Anzatax","32530","HemOnc"
"Anzatec","32531","HemOnc"
"Asotax","32532","HemOnc"
"Betaxel","32533","HemOnc"
"Bristaxol","32534","HemOnc"
"Britaxol","32535","HemOnc"
"Clitaxel","32536","HemOnc"
"Cytax","32537","HemOnc"
"Daburex","32538","HemOnc"
"Dalys","32539","HemOnc"
"Drifen","32540","HemOnc"
"Ebetaxel","32541","HemOnc"
"Formoxol","32542","HemOnc"
"Genexol","32543","HemOnc"
"Genetaxyl","32544","HemOnc"
"Gros","32545","HemOnc"
"Ifaxol","32546","HemOnc"
"Intaxel","32547","HemOnc"
"Magytax","32548","HemOnc"
"Medixel","32549","HemOnc"
"Mitotax","32550","HemOnc"
"Neotacs","32551","HemOnc"
"Neotaxan","32552","HemOnc"
"Neotaxl","32553","HemOnc"
"Ofoxel","32554","HemOnc"
"Oncotaxel","32555","HemOnc"
"Onxol","32556","HemOnc"
"Paclitax","32557","HemOnc"
"Paclitaxin","32558","HemOnc"
"Pacliteva","32559","HemOnc"
"Pacxel","32560","HemOnc"
"Padexol","32561","HemOnc"
"Paklitaxfil","32562","HemOnc"
"Panataxel","32563","HemOnc"
"Parexel","32564","HemOnc"
"Paxene","32565","HemOnc"
"Paxenor","32566","HemOnc"
"Paxus","32567","HemOnc"
"Petaxel","32568","HemOnc"
"Phyxol","32569","HemOnc"
"Poltaxel","32570","HemOnc"
"Praxel","32571","HemOnc"
"Ribotax","32572","HemOnc"
"Sindaxel","32573","HemOnc"
"Taclipaxol","32574","HemOnc"
"Tarvexol","32575","HemOnc"
"Taxocris","32576","HemOnc"
"Taxodiol","32577","HemOnc"
"Taxol","32578","HemOnc"
"Taxomedac","32579","HemOnc"
"Taycovit","32580","HemOnc"
"Unitaxel","32581","HemOnc"
"Yewtaxan","32582","HemOnc"
"Ibrance","32583","HemOnc"
"Aloxi","32584","HemOnc"
"Aredia","32585","HemOnc"
"Padium","32586","HemOnc"
"Pamisol","32587","HemOnc"
"Abilify","32595","HemOnc"
"AZD-1775","32625","HemOnc"
"MK-1775","32625","HemOnc"
"Adavosertib","32625","HemOnc"
"AZD 1775","32625","HemOnc"
"MK 1775","32625","HemOnc"
"AZD1775","32625","HemOnc"
"MK1775","32625","HemOnc"
"Alecinix","32669","HemOnc"
"Bonefos","32674","HemOnc"
"Alecnib","32677","HemOnc"
"BRCA-mutated Prostate cancer","32699","HemOnc"
"BRCA Prostate cancer","32699","HemOnc"
"HRD-positive Prostate cancer","32699","HemOnc"
"Anthracenedione","32743","HemOnc"
"Azel","32815","HemOnc"
"Bdenza","32830","HemOnc"
"Biganib","32847","HemOnc"
"Bolend","32849","HemOnc"
"Briganix","32882","HemOnc"
"Cabometyx","32899","HemOnc"
"Caboxen","32901","HemOnc"
"Cabozanib","32905","HemOnc"
"Cabozanix","32910","HemOnc"
"Capmide","32959","HemOnc"
"Carfilnat","32989","HemOnc"
"CDK4 inhibitor","32998","HemOnc"
"CDK6 inhibitor","32999","HemOnc"
"Bonaid","33111","HemOnc"
"Bonalon","33116","HemOnc"
"Bonamax","33122","HemOnc"
"Bonapex","33150","HemOnc"
"Vectibix","33206","HemOnc"
"Faridak","33207","HemOnc"
"Farydak","33208","HemOnc"
"Protonix","33209","HemOnc"
"Votrient","33249","HemOnc"
"Oncaspar","33250","HemOnc"
"Fulphila","33251","HemOnc"
"Neulasta","33252","HemOnc"
"Onpro","33253","HemOnc"
"Pegasys","33254","HemOnc"
"PEG-Intron","33255","HemOnc"
"PegIntron","33256","HemOnc"
"Sylatron","33257","HemOnc"
"ViraferonPeg","33258","HemOnc"
"Caelyx","33259","HemOnc"
"Doxil","33260","HemOnc"
"Keytruda","33261","HemOnc"
"Alimta","33262","HemOnc"
"Antifol","33263","HemOnc"
"Kabipem","33264","HemOnc"
"Pemetero","33265","HemOnc"
"Pemetra","33266","HemOnc"
"Pemetrex","33267","HemOnc"
"Pemex","33268","HemOnc"
"Pemgem","33269","HemOnc"
"Pemibenz","33270","HemOnc"
"Pemnat","33271","HemOnc"
"Pexotra","33272","HemOnc"
"Benambax","33326","HemOnc"
"Lomidine","33327","HemOnc"
"Nebupent","33328","HemOnc"
"Pentam","33329","HemOnc"
"Pentamidina","33330","HemOnc"
"Pneumopent","33331","HemOnc"
"Nipent","33332","HemOnc"
"Bonemax","33336","HemOnc"
"Bongard","33463","HemOnc"
"Omnitarg","33497","HemOnc"
"Perjeta","33498","HemOnc"
"AquaMephyton","33520","HemOnc"
"Konakion","33521","HemOnc"
"Pinorubicin","33522","HemOnc"
"Pinorubin","33523","HemOnc"
"Therarubicin","33524","HemOnc"
"Pixuvri","33525","HemOnc"
"Mozobil","33539","HemOnc"
"Bonmax","33581","HemOnc"
"Actimid","33591","HemOnc"
"Ibipolid","33592","HemOnc"
"Imnovid","33593","HemOnc"
"Pomalid","33594","HemOnc"
"Pomalyst","33595","HemOnc"
"Iclusig","33596","HemOnc"
"Folotyn","33660","HemOnc"
"Effient","33661","HemOnc"
"Efient","33662","HemOnc"
"Glitax","33663","HemOnc"
"Prasita","33664","HemOnc"
"Prasudoc","33665","HemOnc"
"PrasuSafe","33666","HemOnc"
"Prax","33667","HemOnc"
"Surfent","33668","HemOnc"
"Targol","33669","HemOnc"
"Pravachol","33670","HemOnc"
"Adnisolone","33671","HemOnc"
"Aprednislon","33672","HemOnc"
"Capsoid","33673","HemOnc"
"Cortalone","33674","HemOnc"
"Cortisolone","33675","HemOnc"
"Cotolone","33676","HemOnc"
"Dacortin H","33677","HemOnc"
"Decaprednil","33678","HemOnc"
"Decortin H","33679","HemOnc"
"Delta-Cortef","33680","HemOnc"
"Deltacortril","33681","HemOnc"
"Delta-Diona","33682","HemOnc"
"Delta-Phoricol","33683","HemOnc"
"Deltasolone","33684","HemOnc"
"Deltidrosol","33685","HemOnc"
"Dhasolone","33686","HemOnc"
"Di-Adreson-F","33687","HemOnc"
"Dontisolon D","33688","HemOnc"
"Estilsona","33689","HemOnc"
"Fisopred","33690","HemOnc"
"Frisolona","33691","HemOnc"
"Gupisone","33692","HemOnc"
"Hostacortin H","33693","HemOnc"
"Hydeltra","33694","HemOnc"
"Hydeltrasol","33695","HemOnc"
"Klismacort","33696","HemOnc"
"Kuhlprednon","33697","HemOnc"
"Lenisolone","33698","HemOnc"
"Lepi-Cortinolo","33699","HemOnc"
"Linola-H N","33700","HemOnc"
"Linola-H-Fett N","33701","HemOnc"
"Longiprednil","33702","HemOnc"
"Medicort","33703","HemOnc"
"Meticortelone","33704","HemOnc"
"Meti-derm","33705","HemOnc"
"Millipred","33706","HemOnc"
"Opredsone","33707","HemOnc"
"Orapred","33708","HemOnc"
"Panafcortelone","33709","HemOnc"
"Predcor","33710","HemOnc"
"Predicort","33711","HemOnc"
"Precortisyl","33712","HemOnc"
"Pred-Clysma","33713","HemOnc"
"Predeltilone","33714","HemOnc"
"Predni-Coelin","33715","HemOnc"
"Prednicortelone","33716","HemOnc"
"Predni-Helvacort","33717","HemOnc"
"Prelone","33718","HemOnc"
"Prenilone","33719","HemOnc"
"Pri-Cortin","33720","HemOnc"
"Veripred","33721","HemOnc"
"Artinizona","33722","HemOnc"
"Artrizona","33723","HemOnc"
"Becortem","33724","HemOnc"
"Bersen","33725","HemOnc"
"Colisone","33726","HemOnc"
"Cortancyl","33727","HemOnc"
"Corticorten","33728","HemOnc"
"Cortigen","33729","HemOnc"
"Cortiol","33730","HemOnc"
"Cortiprex","33731","HemOnc"
"Cutason","33732","HemOnc"
"Dacortin","33733","HemOnc"
"Decortancyl","33734","HemOnc"
"Decortin","33735","HemOnc"
"Decortisyl","33736","HemOnc"
"Dehydrocortison","33737","HemOnc"
"Delcortin","33738","HemOnc"
"Dellacorta","33739","HemOnc"
"Delta-Cortisone","33740","HemOnc"
"Delta Cortelan","33741","HemOnc"
"Deltacortene","33742","HemOnc"
"Deltacortone","33743","HemOnc"
"Deltason","33744","HemOnc"
"Deltasone","33745","HemOnc"
"Deltisona","33746","HemOnc"
"Dispersona","33747","HemOnc"
"Drazone","33748","HemOnc"
"Econosone","33749","HemOnc"
"Ednaprom","33750","HemOnc"
"Encorton","33751","HemOnc"
"Erlanison","33752","HemOnc"
"Flamacorten","33753","HemOnc"
"Hostacortin","33754","HemOnc"
"Ifison","33755","HemOnc"
"Isolone","33756","HemOnc"
"Lisacort","33757","HemOnc"
"ME Korti","33758","HemOnc"
"Meticorten","33759","HemOnc"
"Nisocortec","33760","HemOnc"
"Nisona","33761","HemOnc"
"Nisone","33762","HemOnc"
"Nizon","33763","HemOnc"
"Nosipren","33764","HemOnc"
"Novoprednisone","33765","HemOnc"
"Orasone","33766","HemOnc"
"Panafcort","33767","HemOnc"
"Panasol-S","33768","HemOnc"
"Pehacort","33769","HemOnc"
"Pharmapred","33770","HemOnc"
"Precortil","33771","HemOnc"
"Predcort","33772","HemOnc"
"Predeltin","33773","HemOnc"
"Predicor","33774","HemOnc"
"Predicorten","33775","HemOnc"
"Predinis","33776","HemOnc"
"Preditec","33777","HemOnc"
"Prednax","33778","HemOnc"
"Prednicap","33779","HemOnc"
"Prednicen-M","33780","HemOnc"
"Prednilonga-Retard","33781","HemOnc"
"Predniment","33782","HemOnc"
"Prednison","33783","HemOnc"
"Prednisona","33784","HemOnc"
"Prednisonum","33785","HemOnc"
"Prednitone","33786","HemOnc"
"Predson","33787","HemOnc"
"Predsone","33788","HemOnc"
"Predval","33789","HemOnc"
"Procion","33790","HemOnc"
"Prolix","33791","HemOnc"
"Pronison","33792","HemOnc"
"Pulmison","33793","HemOnc"
"Rectodelt","33794","HemOnc"
"Senterlic","33795","HemOnc"
"Sone","33796","HemOnc"
"Steerometz","33797","HemOnc"
"Sterapred","33798","HemOnc"
"Trolic","33799","HemOnc"
"Ultracorten","33800","HemOnc"
"Vitazon","33801","HemOnc"
"Winpred","33802","HemOnc"
"Indicarb","33820","HemOnc"
"Matulane","33821","HemOnc"
"Natulan","33822","HemOnc"
"Natulanar","33823","HemOnc"
"P-Carzine","33824","HemOnc"
"Acuvert","33825","HemOnc"
"Compazine","33826","HemOnc"
"Compro","33827","HemOnc"
"Dvometil","33828","HemOnc"
"Stemetil","33829","HemOnc"
"Phenergan","33830","HemOnc"
"Bonomax","33879","HemOnc"
"Chronic myeloid leukemia pediatric","33893","HemOnc"
"SHR3680","33912","HemOnc"
"Rezvilutamide","33912","HemOnc"
"SHR-3680","33912","HemOnc"
"SHR 3680","33912","HemOnc"
"GnRH antagonists","33916","HemOnc"
"CK1 epsilon inhibitor","34016","HemOnc"
"CK1 inhibitor","34026","HemOnc"
"i-dox","34198","HemOnc"
"Idofnib","34257","HemOnc"
"Benralizumab","34282","HemOnc"
"Fasenra","34299","HemOnc"
"Inlybest","34390","HemOnc"
"Colchicine","34403","HemOnc"
"Nonsteroidal antiandrogens","34419","HemOnc"
"Colcrys","34467","HemOnc"
"Cytogam","34516","HemOnc"
"De-Noltab","34544","HemOnc"
"Jevatax","34572","HemOnc"
"Kabanat","34654","HemOnc"
"Boschtrim","34682","HemOnc"
"Cometriq","34694","HemOnc"
"G207","34886","HemOnc"
"Bostrong","34888","HemOnc"
"dostarlimab-gxly","34976","HemOnc"
"TSR-042","34976","HemOnc"
"Dostarlimab","34976","HemOnc"
"TSR 042","34976","HemOnc"
"TSR042","34976","HemOnc"
"Beriplex","35030","HemOnc"
"Confidex","35031","HemOnc"
"Kcentra","35032","HemOnc"
"Octaplex","35033","HemOnc"
"Profilnine","35034","HemOnc"
"Alpharadin","35035","HemOnc"
"Xofigo","35036","HemOnc"
"Supect","35037","HemOnc"
"Tomudex","35038","HemOnc"
"IBset","35039","HemOnc"
"Iribo","35040","HemOnc"
"Nasea","35041","HemOnc"
"Nozia","35042","HemOnc"
"Cyramza","35043","HemOnc"
"Cymer","35044","HemOnc"
"Cymerin","35045","HemOnc"
"Elitek","35046","HemOnc"
"Fasturtec","35047","HemOnc"
"Rasbelon","35048","HemOnc"
"Rasburnat","35049","HemOnc"
"Rasby","35050","HemOnc"
"HLX10","35064","HemOnc"
"Serplulimab","35064","HemOnc"
"HLX-10","35064","HemOnc"
"HLX 10","35064","HemOnc"
"Lapanix","35092","HemOnc"
"Lapatem","35106","HemOnc"
"Eldisine","35251","HemOnc"
"Rayos","35266","HemOnc"
"Lippod","35352","HemOnc"
"Epipen","35454","HemOnc"
"Luciax","35526","HemOnc"
"Lucivand","35530","HemOnc"
"High-grade glioma pediatric","35588","HemOnc"
"Meqsel","35923","HemOnc"
"Kisqali","35971","HemOnc"
"Truxima","35972","HemOnc"
"Ikgdar","35973","HemOnc"
"Mabtas","35974","HemOnc"
"MabThera","35975","HemOnc"
"Reditux","35976","HemOnc"
"Ristova","35977","HemOnc"
"Rituxan","35978","HemOnc"
"Rituxim","35979","HemOnc"
"Transera-Kit","35980","HemOnc"
"Xarelto","35981","HemOnc"
"Varubi","35982","HemOnc"
"Varubi IV","35983","HemOnc"
"Istodax","35984","HemOnc"
"Rubraca","35985","HemOnc"
"Jakafi","35986","HemOnc"
"Jakavi","35987","HemOnc"
"Hedgehog pathway-mutated malignancy","35988","HemOnc"
"SMO or PTCH-1-mutated Malignant solid neoplasm","35988","HemOnc"
"Quadramet","35989","HemOnc"
"Leukine","35990","HemOnc"
"Scopoderm","35991","HemOnc"
"Transderm Scop","35992","HemOnc"
"Semustina","35993","HemOnc"
"Sylvant","36026","HemOnc"
"Provenge","36027","HemOnc"
"Rapamune","36028","HemOnc"
"Hodgkin lymphoma pediatric","36072","HemOnc"
"Classical Hodgkin lymphoma pediatric","36072","HemOnc"
"Sugemalimab","36080","HemOnc"
"Mitobulin","36145","HemOnc"
"MyTera","36295","HemOnc"
"Natdox","36437","HemOnc"
"Zenatane","36440","HemOnc"
"DepoCyt","36443","HemOnc"
"ZoDex","36449","HemOnc"
"Zuplenz","36461","HemOnc"
"Diamox","36489","HemOnc"
"Odomzo","37024","HemOnc"
"Nexavar","37025","HemOnc"
"Sorafenat","37026","HemOnc"
"Soranib","37027","HemOnc"
"Zanosar","37031","HemOnc"
"Suninat","37032","HemOnc"
"Sutent","37033","HemOnc"
"Advagraf","37161","HemOnc"
"Prograf","37162","HemOnc"
"Elzonris","37163","HemOnc"
"Talzenna","37164","HemOnc"
"Imlygic","37165","HemOnc"
"OncoVEX^GM-CSF","37166","HemOnc"
"Amnoid","37167","HemOnc"
"Amnolake","37168","HemOnc"
"Istubal","37169","HemOnc"
"Nolvadex","37170","HemOnc"
"Soltamox","37171","HemOnc"
"Valodex","37172","HemOnc"
"Granix","37173","HemOnc"
"Neutroval","37174","HemOnc"
"Teysuno","37175","HemOnc"
"Ftorafur","37176","HemOnc"
"Luporal","37177","HemOnc"
"Tefudex","37178","HemOnc"
"Ufur","37179","HemOnc"
"Uftoral","37180","HemOnc"
"Uracel","37181","HemOnc"
"Xermelo","37182","HemOnc"
"Gliotem","37183","HemOnc"
"Temcad","37184","HemOnc"
"Temizole","37185","HemOnc"
"Temodal","37186","HemOnc"
"Temodar","37187","HemOnc"
"Temonat","37188","HemOnc"
"Temoside","37189","HemOnc"
"Temoz","37190","HemOnc"
"Temzol","37191","HemOnc"
"Vumon","37192","HemOnc"
"Nifev","37211","HemOnc"
"Nindanib","37218","HemOnc"
"Anti-LAG-3 antibody","37229","HemOnc"
"Nintena","37251","HemOnc"
"Nintenib","37257","HemOnc"
"Nintib","37261","HemOnc"
"RAS wild-type Colon cancer","37262","HemOnc"
"RAS-wild-type Colon cancer","37262","HemOnc"
"Niranib","37267","HemOnc"
"Brek","37354","HemOnc"
"Olanib","37521","HemOnc"
"Olaparix","37537","HemOnc"
"Thaangio","37586","HemOnc"
"Thalide","37587","HemOnc"
"Thalix","37588","HemOnc"
"Thalomid","37589","HemOnc"
"Zuvimide","37590","HemOnc"
"Tabloid","37591","HemOnc"
"Tepadina","37592","HemOnc"
"Thioplex","37593","HemOnc"
"Enzamide","37608","HemOnc"
"Osimert","37617","HemOnc"
"Brifeseptol","37720","HemOnc"
"Pazopater","37813","HemOnc"
"PEComa","37829","HemOnc"
"Peg-Doxorub","37841","HemOnc"
"Pegadria","37860","HemOnc"
"Pegdoxine","37865","HemOnc"
"Peglidox","37870","HemOnc"
"BRAF-mutated Thyroid cancer","37885","HemOnc"
"Ticlid","37891","HemOnc"
"Tilopin","37892","HemOnc"
"Innohep","37893","HemOnc"
"Tinprin","37894","HemOnc"
"Aggrastat","37895","HemOnc"
"Kymriah","37896","HemOnc"
"Xeljanz","37897","HemOnc"
"Acapodene","37898","HemOnc"
"Fareston","37899","HemOnc"
"Bexxar","37900","HemOnc"
"Yondelis","37901","HemOnc"
"Mekinist","37902","HemOnc"
"Herzuma","37920","HemOnc"
"Biceltis","37921","HemOnc"
"CANMab","37922","HemOnc"
"Herceptin","37923","HemOnc"
"Herclon","37924","HemOnc"
"Hertraz","37925","HemOnc"
"Ovastat","37926","HemOnc"
"Trecondi","37927","HemOnc"
"Lonsurf","37928","HemOnc"
"Decapeptyl","37929","HemOnc"
"Diphereline","37930","HemOnc"
"Gonapeptyl","37931","HemOnc"
"Trelstar LA","37932","HemOnc"
"Variopeptyl","37933","HemOnc"
"Abatoarin","37934","HemOnc"
"Hensetron","37935","HemOnc"
"Navoban","37936","HemOnc"
"Setrovel","37937","HemOnc"
"Vistogard","37938","HemOnc"
"Talavir","37970","HemOnc"
"Valcivir","37971","HemOnc"
"Valtrex","37972","HemOnc"
"Virval","37973","HemOnc"
"Zelitrex","37974","HemOnc"
"Caprelsa","37975","HemOnc"
"Zactima","37976","HemOnc"
"Zelboraf","38067","HemOnc"
"Venclexta","38068","HemOnc"
"Vegzelga","38262","HemOnc"
"Alkaban-AQ","38349","HemOnc"
"Blastovin","38350","HemOnc"
"Cellblastin","38351","HemOnc"
"Cytoblastine","38352","HemOnc"
"Erbablas","38353","HemOnc"
"Exal","38354","HemOnc"
"Faulblastina","38355","HemOnc"
"Lemblastine","38356","HemOnc"
"Periblastine","38357","HemOnc"
"Rabinefil","38358","HemOnc"
"Velban","38359","HemOnc"
"Velbastine","38360","HemOnc"
"Velbe","38361","HemOnc"
"Vinblasin","38362","HemOnc"
"Vinblastin","38363","HemOnc"
"Vinblastina","38364","HemOnc"
"Alcrist","38365","HemOnc"
"Biocrist","38366","HemOnc"
"Biocrystin","38367","HemOnc"
"Cellcristin","38368","HemOnc"
"Citomid","38369","HemOnc"
"Crivosin","38370","HemOnc"
"Farmistin CS","38372","HemOnc"
"Fauldvincri","38373","HemOnc"
"Krebin","38374","HemOnc"
"Kyocristine","38375","HemOnc"
"Nevexitin","38376","HemOnc"
"Onkocristin","38377","HemOnc"
"Pericristine","38378","HemOnc"
"Pharmacristine","38379","HemOnc"
"Tecnocris","38380","HemOnc"
"Vincasar","38381","HemOnc"
"Vinces","38382","HemOnc"
"Vincosid","38383","HemOnc"
"Vincran","38384","HemOnc"
"Vincrex","38385","HemOnc"
"Vincrifil","38386","HemOnc"
"Vincrin","38387","HemOnc"
"Vincrisin","38388","HemOnc"
"Vincrisol","38389","HemOnc"
"Vincristin","38390","HemOnc"
"Vincristina","38391","HemOnc"
"Vincristinesulfaat","38392","HemOnc"
"Vincristinsulfat","38393","HemOnc"
"Vincristinum","38394","HemOnc"
"Vincrisul","38395","HemOnc"
"Vinracin","38396","HemOnc"
"Vinracine","38397","HemOnc"
"Vinstin","38398","HemOnc"
"Vintec","38399","HemOnc"
"Marqibo","38400","HemOnc"
"Eldesine","38401","HemOnc"
"Eldisin","38402","HemOnc"
"Enison","38403","HemOnc"
"Fildesin","38404","HemOnc"
"Gesidine","38405","HemOnc"
"Erivedge","38406","HemOnc"
"antihemophilic factor/von Willebrand Factor complex","38407","HemOnc"
"Von Willebrand factor and factor VIII complex human","38407","HemOnc"
"Alphanate","38408","HemOnc"
"Humate-P","38409","HemOnc"
"Wilate","38410","HemOnc"
